ID,700052104,700052105,700052106,700052107,700052108,700052109,700052110,700052111,700052112,700052113,700052174,700052175,700052176,700052177,700052178,700052179,700052180,700052181,700052182,700052183
(12 or 13)-methylmyristate (a15:0 or i15:0),1.6242,0.7368,1.4779,0.5739,0.4682,1.7815,0.2893,0.8550,2.0092,0.9079,1.0687,0.9222,0.2043,0.2212,1.3791,1.2112,0.8470,0.7376,0.6492,0.3655
(16 or 17)-methylstearate (a19:0 or i19:0),1.4109,0.9473,0.8091,0.7810,0.2313,1.5020,0.2921,4.7926,2.8785,0.6658,0.7359,0.5218,0.2756,0.4548,1.4126,2.7229,0.9553,1.0639,2.2600,0.5165
(3'-5')-adenylyladenosine*,0.5717,1.1934,0.8196,0.2271,0.4513,2.2280,2.1529,1.0042,0.9433,0.4985,0.6320,2.5555,1.3718,0.6426,0.2271,0.6258,0.2778,1.5836,1.0547,0.7641
(3'-5')-adenylylcytidine,0.4287,1.4966,0.6541,0.4024,0.4090,1.7388,2.6071,0.6211,0.4804,0.4024,0.8996,2.9992,1.6471,0.4024,0.4024,0.4024,0.4024,1.6623,0.9506,0.6309
(3'-5')-adenylylguanosine*,0.3301,0.6002,0.9357,0.3301,0.3301,1.6323,1.2191,0.3301,0.3301,0.6463,0.3301,1.4653,0.9418,0.3301,0.3301,0.3301,0.3301,1.2012,0.6105,0.6122
(3'-5')-adenylyluridine,0.6532,2.4026,0.8478,0.3251,0.5003,2.2197,2.7959,0.9112,0.7533,0.5902,0.8111,2.8051,2.1113,1.0014,0.3251,0.4697,0.3251,2.0246,1.1253,0.8617
(3'-5')-cytidylyladenosine,0.4340,0.7829,1.8623,0.2282,1.2541,2.8128,0.9309,1.0555,0.8933,1.4901,1.3007,2.4149,1.4634,0.9651,1.1877,0.5906,1.7926,1.7635,0.8348,1.8738
(3'-5')-cytidylylcytidine*,0.4805,0.7722,1.8717,0.3209,1.0144,1.9696,1.0686,0.6799,0.7970,1.1575,1.3148,2.3091,1.1129,1.1316,0.6385,0.3209,0.8829,1.3876,0.4976,1.5376
(3'-5')-cytidylyluridine*,0.7316,1.0823,1.6154,0.3144,0.8950,1.7701,1.0516,0.8716,0.6633,1.4209,1.1047,2.6725,1.2539,0.9495,0.6513,0.4690,0.8352,1.5624,0.6719,1.5184
(3'-5')-guanylylcytidine,0.3149,1.7387,1.0000,0.3149,0.3149,1.8165,2.6465,0.4784,0.4572,0.6301,0.8392,3.1606,1.6586,0.9424,0.3149,0.3149,0.3149,2.2207,0.7302,0.5890
(3'-5')-guanylyluridine,0.2645,1.0745,0.6344,0.2645,0.2645,1.1721,1.0039,0.2645,0.2645,0.2645,0.2645,0.9643,0.4274,0.2645,0.2645,0.2645,0.2645,1.2451,0.5541,0.2645
(3'-5')-uridylyladenosine,0.5999,0.8057,1.2447,0.3079,0.3079,1.9309,1.5582,0.7870,0.9750,0.8097,1.0020,2.4653,1.4547,1.1010,0.6239,0.5176,0.3079,2.0132,1.0277,1.3489
(3'-5')-uridylylcytidine*,0.7402,0.8350,1.2476,0.2897,0.9127,2.2148,1.7731,0.9757,0.7458,0.9042,1.0435,2.9863,1.0966,0.9161,0.7438,0.5030,0.4775,1.7182,0.9385,1.2315
(3'-5')-uridylylguanosine,0.3294,0.5512,1.5217,0.3294,1.1688,1.9634,0.9790,0.5025,0.6694,1.2840,1.0632,2.9560,1.2084,0.7367,0.7845,0.3294,0.8319,1.2507,1.0370,1.6255
(3'-5')-uridylyluridine,0.8061,1.0514,1.0173,0.3678,0.6613,2.0351,1.6952,0.8403,0.7856,0.9499,1.0452,2.9587,1.4911,0.9930,0.8001,0.4874,0.3933,1.7739,1.0538,0.9354
(N(1) + N(8))-acetylspermidine,1.3115,1.4576,1.8775,0.9428,0.6824,1.0740,2.0867,1.7434,1.1616,1.2458,0.9993,2.3750,1.9688,1.3101,0.9486,0.5598,0.7643,0.3785,0.4779,2.4550
"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",0.7854,1.5811,1.2176,0.5898,0.6817,1.1642,0.5809,0.8956,1.1416,1.1655,0.7770,0.6106,0.8662,0.4256,0.4256,0.8874,0.4256,1.2953,1.0117,0.9860
"1,2-dilinoleoyl-GPC (18:2/18:2)",1.4010,0.5104,0.4578,1.7253,1.0305,0.1873,1.0425,0.4399,0.1570,2.3116,1.2825,0.3526,0.5220,1.6355,2.0791,0.0674,0.5199,2.2046,1.5454,2.2361
"1,2-dilinoleoyl-GPE (18:2/18:2)*",1.1436,0.1316,0.1316,1.6758,1.3410,0.1900,1.7704,0.2738,0.3741,0.8574,1.6056,0.4785,0.3596,1.9595,1.4238,0.6719,0.5955,2.3032,1.3117,2.6726
"1,2-dioleoyl-GPE (18:1/18:1)",0.4636,0.5598,0.5573,0.3358,0.8154,0.5468,0.3981,0.5800,0.4843,0.3895,1.4265,0.7100,1.4961,1.5933,0.3743,1.5337,1.5876,3.3807,1.2919,1.0756
"1,2-dipalmitoyl-GPC (16:0/16:0)",0.8438,0.6750,1.2367,0.6365,0.8337,1.0584,0.7830,1.3181,0.8068,1.5822,1.3226,1.3561,0.5052,1.6739,2.0834,0.6095,1.7585,2.8019,1.2126,2.2969
"1,2-dipalmitoyl-GPE (16:0/16:0)*",0.8604,0.5982,0.6908,1.1217,1.1400,0.6167,0.9259,0.7431,0.8332,0.9327,1.4858,1.0839,0.6728,0.9467,0.9497,1.2245,1.1246,2.0533,1.6874,0.9129
"1,5-anhydroglucitol (1,5-AG)",1.1957,0.5531,1.2990,1.0945,0.7087,0.5784,0.9475,0.4788,1.3107,0.8240,0.9209,0.2538,0.6551,1.1740,1.1924,0.9083,0.8395,1.2310,1.1252,0.9866
1-(1-enyl-oleoyl)-GPE (P-18:1)*,1.3326,1.0958,1.7424,0.5616,1.2171,0.7330,0.4706,1.1139,0.8897,1.4614,2.0402,1.1413,0.6738,0.6301,1.3036,0.4955,0.9311,1.2411,0.7914,2.1363
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,0.2065,0.2065,0.2065,0.2065,0.2065,0.2065,0.2065,1.0198,0.2065,0.4036,0.6816,0.2065,0.2065,0.6867,2.0276,0.2065,0.2065,1.6329,0.2065,1.3303
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,0.4691,0.3432,0.3248,1.2521,0.4357,0.6989,0.7288,1.4089,0.5370,1.5451,1.8374,0.9347,0.2300,3.1794,2.5952,0.4489,1.9876,3.6138,1.3331,3.3400
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1.0008,0.3659,0.3162,1.7062,0.4575,0.0914,1.1226,0.7600,0.0443,1.1823,0.6947,0.3051,0.6255,1.1093,0.8391,0.1168,1.1785,1.9354,2.3906,1.5113
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,1.3841,1.4322,1.3045,1.1866,0.9092,0.4456,0.5514,1.6628,0.5137,2.0310,0.9280,0.4252,0.5127,0.3622,0.9771,0.2158,0.9968,0.7040,1.3774,1.2168
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1.1666,0.2188,0.5215,0.6405,0.3400,0.4590,0.4664,1.1738,0.6034,1.3348,2.7024,1.0206,0.1612,3.3871,3.8801,0.7832,1.7030,5.6770,1.3048,3.9240
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,2.1887,0.0630,0.0630,1.5138,0.0630,0.1155,1.0616,0.2418,0.0630,1.2029,2.2688,0.0630,0.2001,2.4822,1.3987,0.2984,1.0154,4.0580,1.6375,2.2418
1-(1-enyl-stearoyl)-GPE (P-18:0)*,2.0790,1.6273,1.5524,0.8825,0.6654,0.6288,0.5773,1.8564,1.0942,1.4616,1.9354,1.0013,0.5867,0.6702,1.9713,0.7685,0.9099,1.4288,1.1421,1.7209
1-arachidonoyl-GPC (20:4n6)*,1.9214,2.9852,0.3948,1.7713,0.4697,0.0953,1.0020,1.3952,0.1073,2.7228,0.9870,10.1456,0.9980,0.6919,14.4870,0.0953,0.4254,13.8642,3.6001,1.8757
1-linolenoylglycerol (18:3),0.3262,1.3249,1.7641,0.5170,0.2595,1.1903,0.2595,34.5228,4.1098,0.9142,5.1359,0.9960,0.5249,2.0726,1.0901,2.6121,1.1081,0.9909,0.7385,0.5572
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1.6211,0.8215,0.5313,1.7184,0.7192,0.1564,1.0917,0.5062,0.1107,2.2210,0.9679,0.6786,0.4900,1.4078,1.6633,0.0515,0.4749,2.2811,1.6197,1.7407
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,1.3284,0.8487,0.3310,1.6478,1.0887,0.2444,1.1071,0.4062,0.2271,1.6164,1.2484,0.2271,0.5044,1.8558,1.5491,0.2271,0.6237,1.5657,1.4847,2.3318
1-linoleoyl-GPC (18:2),1.7064,1.4565,0.3672,1.7059,0.8027,0.0594,0.8645,1.1190,0.0682,2.8051,1.2772,4.6640,1.0931,0.6916,7.1693,0.0594,0.3477,7.3736,1.9468,2.3640
1-linoleoyl-GPE (18:2)*,2.6568,2.6402,0.5825,2.8717,1.4604,0.2260,1.5623,1.1184,0.2491,3.5003,1.8477,0.3012,2.0404,1.0641,1.0154,0.1780,0.8879,0.9446,1.1751,3.6009
1-linoleoyl-GPG (18:2)*,2.2765,1.6258,0.3431,1.6926,0.8377,0.8825,0.8978,0.1201,0.6880,1.6596,1.2404,0.3658,0.8855,1.8335,1.2644,0.3312,0.6805,0.5234,1.2978,1.6366
1-linoleoylglycerol (18:2),0.3851,1.2647,1.8016,0.5368,0.2505,1.0270,0.1640,41.3381,4.9670,1.0666,6.2329,1.2356,0.5197,1.0799,1.1737,3.6531,1.1702,1.0153,1.0745,0.6017
1-methyl-4-imidazoleacetate,1.0533,0.8554,2.9842,0.9021,0.3414,1.4741,0.8086,1.0187,0.7799,1.3971,1.1087,1.3002,1.1845,0.8070,1.0955,0.7649,0.5828,0.5810,0.9317,1.3344
1-methyl-5-imidazoleacetate,0.7998,0.6210,1.7187,2.3898,0.8461,1.2184,0.7544,0.8911,0.9088,0.8358,1.2343,0.6694,1.0776,1.1862,1.0070,1.3155,0.8783,0.8529,1.0954,0.8657
1-methyladenine,0.6067,0.4829,1.9767,0.7965,0.7589,0.8885,2.0812,1.5174,1.6911,0.9312,0.8765,1.0674,1.2070,1.1600,1.4882,1.4875,1.0023,1.4252,2.1213,0.9478
1-methylguanidine,0.9414,0.5751,1.0236,1.2457,0.8414,1.0145,0.8005,1.0123,1.1303,1.1835,0.7945,0.6308,0.6942,0.9605,1.4424,1.3788,0.9431,0.9779,1.3930,0.9088
1-methylhistamine,0.9770,1.6140,2.4750,0.4156,0.6466,1.2771,1.0151,0.3232,0.4712,1.0160,1.6985,4.2738,2.6089,1.6091,1.3891,0.7500,0.7091,0.9480,0.4115,2.8027
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),0.6290,0.4247,0.8926,1.5576,0.2507,1.1916,0.6508,1.0115,0.7300,1.9541,1.0196,0.7581,0.4175,1.8254,1.2617,0.5862,1.6857,2.2177,1.9695,1.2700
1-myristoylglycerol (14:0),0.6977,0.7318,0.9578,0.6793,0.4543,1.3348,0.3136,14.8986,3.3913,0.9089,4.4732,1.6099,0.2415,0.7573,1.0603,3.5698,1.4044,0.7911,1.0570,0.7743
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,2.0114,0.5261,0.3199,1.6301,0.7562,0.1154,1.0018,0.3762,0.1154,2.5123,1.6522,1.3792,0.1154,1.6404,1.3331,0.1154,0.1154,4.0291,1.8191,1.9776
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,1.5395,0.5374,0.4975,1.5276,0.9821,0.2983,0.9762,0.7654,0.3189,2.3531,2.2753,0.9366,0.6488,2.5075,1.6890,0.1802,0.7754,4.0481,1.6922,2.9216
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1.4178,0.3378,0.4257,1.5947,1.5088,0.3580,1.6832,0.4777,0.4981,0.9264,2.0854,0.8352,0.6611,2.4923,1.3470,0.9890,1.2302,2.8805,1.3164,2.2544
1-oleoyl-GPC (18:1),1.4230,1.9753,0.7533,0.8768,1.2990,0.3672,0.6211,1.0704,0.2300,2.9134,2.6215,3.9352,0.9624,0.7515,5.0400,0.0535,0.4886,5.6351,1.6162,2.7605
1-oleoyl-GPE (18:1),1.2243,1.3874,0.8802,1.1471,1.4339,0.4990,0.6230,0.7339,0.5417,1.6218,1.9302,0.6246,1.0971,0.8253,0.5689,0.5663,0.9332,1.1464,1.0742,1.7252
1-oleoyl-GPG (18:1)*,1.0793,1.3162,0.6498,1.1753,0.5417,1.2365,0.4529,0.2866,1.0681,1.4340,1.4372,0.4369,0.7064,1.1852,1.0812,0.6472,1.1048,1.1061,1.2868,1.1129
1-palmitoleoylglycerol (16:1)*,0.3246,0.9127,1.1228,0.1940,0.1940,0.6899,0.1940,100.9756,8.2686,0.8986,23.7453,1.9539,0.1940,2.0338,0.7921,14.9984,1.8617,1.0201,0.2053,1.2325
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),0.9147,0.4727,0.6757,1.4347,0.3749,0.2696,1.0578,0.9126,0.3545,2.3540,0.7283,2.0573,0.6098,1.6128,3.6162,0.2439,0.7968,4.6102,1.9864,1.1883
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,0.6627,0.4892,0.2254,1.1929,0.4728,0.2910,1.5568,0.6809,0.3296,1.2468,1.0599,0.7384,0.4591,1.7466,0.7905,0.5259,1.2875,2.1634,1.0462,1.7463
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),1.1048,0.4988,0.6798,2.0951,0.4076,0.1110,1.0117,0.6504,0.2150,3.3092,0.5218,2.9492,0.5085,1.3348,3.6827,0.1410,0.4572,4.8191,2.3154,0.8889
1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*,0.9157,0.6004,0.7106,1.2023,0.8816,1.1271,1.8531,0.9242,1.8346,1.1571,0.6847,0.9007,0.8999,0.2619,1.0138,0.7390,0.4762,0.8590,0.9818,1.3913
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),0.8745,0.3403,0.5967,1.3913,0.4776,0.3341,0.8108,0.9302,0.4026,2.5269,1.0291,0.9499,0.6685,1.9078,3.2995,0.2310,0.9413,3.6756,2.0408,1.4695
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1.0508,0.3524,0.4515,1.6500,0.6499,0.3328,1.5011,0.6209,0.5524,1.5206,0.5446,0.4203,0.5512,1.4384,1.3878,0.6350,0.7598,1.4742,1.5659,1.1945
1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),1.8293,0.7015,0.2034,1.2546,0.2034,0.2648,1.4042,0.5406,0.3728,1.0805,0.5774,0.2034,0.6345,1.2401,0.4805,0.2034,0.7890,2.1548,1.6898,0.2034
1-palmitoyl-2-oleoyl-glycosyl-GPE (16:0/18:1)**,1.0300,0.3770,0.6526,0.5776,0.7881,0.3584,0.5019,0.1444,0.1044,1.2598,1.2688,0.4029,0.8111,1.6247,0.4909,0.3375,1.4969,3.5856,0.5807,0.8934
1-palmitoyl-2-oleoyl-GPC (16:0/18:1),0.9995,0.5981,0.7662,0.7684,0.6152,0.7364,0.6343,1.2954,0.6941,1.8486,2.2764,1.3695,0.4712,3.0939,2.5846,0.5006,1.1740,5.3277,1.3471,2.4050
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),0.5964,0.4588,0.5672,0.6797,0.7293,0.4326,0.6118,0.5576,0.4907,0.7935,1.0422,0.5933,1.0416,1.5310,0.5353,1.2474,1.3098,2.9949,1.4983,1.1342
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),0.5304,0.2784,0.7772,0.5316,0.7192,0.5549,0.4492,1.5706,0.5830,0.6131,1.6486,0.8586,1.2053,1.4448,0.5328,1.5829,1.8403,2.9266,1.2530,0.9602
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,1.5165,0.4692,0.2788,1.3785,0.2788,0.2788,0.9009,0.2788,0.5507,1.5142,0.8112,0.2788,0.2788,1.8187,0.2788,0.2788,0.6103,3.4212,2.6834,0.2788
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,1.0208,0.5826,0.6382,0.7843,0.5984,0.6880,0.4336,1.2805,0.7277,1.7245,2.5572,1.0482,0.4464,2.9194,2.0999,0.4717,1.3543,4.7995,1.0628,1.9786
